Borough,Price
Camden,1100.0
Camden,1100.0
Camden,1100.67
Camden,1100.0
Camden,1120.0
Camden,1124.0
Camden,1135.33
Camden,1148.33
Camden,1150.0
Camden,1150.0
Camden,1148.33
Camden,1150.0
Camden,1150.0
Camden,1170.0
Camden,1170.0
Camden,1175.0
Camden,1194.0
Camden,1198.0
Camden,1200.0
Camden,1200.0
Camden,1200.0
Camden,1200.33
Camden,1200.33
Camden,1200.33
Camden,1200.33
Camden,1200.33
Camden,1200.0
Camden,1200.0
Camden,1200.33
Camden,1200.0
Camden,1200.0
Camden,1200.0
Camden,1200.0
Camden,1200.0
Camden,1200.0
Camden,1213.33
Camden,1213.33
Camden,1250.0
Camden,1250.0
Camden,1248.0
Camden,1250.0
Camden,1249.0
Camden,1250.0
Camden,1250.0
Camden,1256.67
Camden,1256.67
Camden,1300.0
Camden,1300.0
Camden,1300.0
Camden,1300.0
Camden,1300.0
Camden,1300.0
Camden,1340.0
Camden,1340.0
Camden,1350.0
Camden,1350.0
Camden,1386.67
Camden,1386.67
Camden,1386.67
Camden,1386.67
Camden,1400.0
Camden,1400.0
Camden,1400.0
Camden,1400.0
Camden,1400.0
Camden,1410.0
Camden,1430.0
Camden,1430.0
Camden,1438.67
Camden,1450.0
Camden,1450.0
Camden,1450.0
Camden,1450.0
Camden,1450.0
Camden,1450.0
Camden,1473.33
Camden,1480.0
Camden,1495.0
Camden,1499.0
Camden,1500.0
Camden,1500.0
Camden,1500.0
Camden,1500.0
Camden,1500.0
Camden,1525.0
Camden,1538.33
Camden,1540.0
Camden,1550.0
Camden,1550.0
Camden,1550.0
Camden,1550.0
Camden,1560.0
Camden,1575.0
Camden,1575.0
Camden,1582.0
Camden,1582.0
Camden,1600.0
Camden,1600.0
Camden,1600.0
Camden,1600.0
Camden,1600.0
Camden,1603.33
Camden,1603.33
Camden,1625.0
Camden,1650.0
Camden,1650.0
Camden,1650.0
Camden,1650.0
Camden,1650.0
Camden,1675.0
Camden,1700.0
Camden,1700.0
Camden,1700.0
Camden,1700.0
Camden,1712.0
Camden,1750.0
Camden,1750.0
Camden,1750.0
Camden,1800.0
Camden,1800.0
Camden,1800.0
Camden,1841.67
Camden,1860.0
Camden,1900.0
Camden,1900.0
Camden,1950.0
Camden,2000.0
Camden,2000.0
Camden,2000.0
Camden,2080.0
Camden,2100.0
Camden,2145.0
Camden,2175.0
Camden,2200.0
Camden,2210.0
Camden,2383.33
Camden,2450.0
Camden,2500.0
Camden,2500.0
Camden,2500.0
Camden,2543.67
Camden,2600.0
Camden,2816.67
Camden,2850.0
Camden,3000.0
Camden,3200.0
Camden,4825.0
City of London,600.0
City of London,650.0
City of London,650.0
City of London,650.0
City of London,693.33
City of London,695.0
City of London,700.0
City of London,700.0
City of London,700.0
City of London,700.0
City of London,1300.0
City of London,700.0
City of London,725.0
City of London,733.0
City of London,750.0
City of London,750.0
City of London,750.0
City of London,750.0
City of London,1150.0
City of London,770.0
City of London,770.0
City of London,780.0
City of London,780.0
City of London,780.0
City of London,788.0
City of London,790.0
City of London,1350.0
City of London,795.0
City of London,796.0
City of London,800.0
City of London,800.0
City of London,800.0
City of London,800.0
City of London,850.0
City of London,800.0
City of London,800.0
City of London,800.0
City of London,800.0
City of London,811.0
City of London,816.0
City of London,825.0
City of London,823.33
City of London,830.0
City of London,830.0
City of London,833.0
City of London,834.0
City of London,845.0
City of London,850.0
City of London,850.0
City of London,850.0
City of London,850.0
City of London,1300.0
City of London,850.0
City of London,850.0
City of London,850.0
City of London,850.0
City of London,850.0
City of London,856.0
City of London,860.0
City of London,866.67
City of London,867.0
City of London,866.67
City of London,1150.0
City of London,872.0
City of London,870.0
City of London,875.0
City of London,875.0
City of London,875.0
City of London,885.0
City of London,1350.0
City of London,890.0
City of London,895.0
City of London,900.0
City of London,901.33
City of London,900.0
City of London,900.0
City of London,900.0
City of London,850.0
City of London,900.0
City of London,900.0
City of London,900.0
City of London,900.0
City of London,900.0
City of London,900.0
City of London,900.0
City of London,900.0
City of London,910.0
City of London,910.0
City of London,915.0
City of London,914.0
City of London,915.0
City of London,925.0
City of London,930.0
City of London,950.0
City of London,950.0
City of London,1300.0
City of London,949.0
City of London,950.0
City of London,950.0
City of London,950.0
City of London,950.0
City of London,950.0
City of London,953.33
City of London,960.0
City of London,960.0
City of London,1150.0
City of London,975.0
City of London,975.0
City of London,979.33
City of London,985.0
City of London,990.0
City of London,996.67
City of London,995.0
City of London,1350.0
City of London,995.0
City of London,996.67
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,850.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1001.0
City of London,1000.0
City of London,1000.0
City of London,1001.0
City of London,1001.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1000.0
City of London,1300.0
City of London,1000.0
City of London,1010.0
City of London,1009.67
City of London,1018.33
City of London,1025.0
City of London,1034.0
City of London,1040.0
City of London,1050.0
City of London,1050.0
City of London,1050.0
City of London,1150.0
City of London,1049.0
City of London,1050.0
City of London,1048.67
City of London,1048.67
City of London,1048.67
City of London,1048.67
City of London,1050.0
City of London,1050.0
City of London,1050.0
City of London,1050.0
City of London,1350.0
City of London,1048.67
City of London,1048.67
City of London,1048.67
City of London,1050.0
City of London,1060.0
City of London,1070.0
City of London,1080.0
City of London,1083.33
City of London,1100.0
City of London,850.0
City of London,1100.0
City of London,1100.0
City of London,1100.0
City of London,1100.0
City of London,1100.67
City of London,1100.67
City of London,1100.0
City of London,1100.0
City of London,1100.0
City of London,1100.67
City of London,1100.67
City of London,1100.67
City of London,1100.0
City of London,1100.0
City of London,1300.0
City of London,1100.0
City of London,1120.0
City of London,1126.0
City of London,1132.0
City of London,1130.0
City of London,1148.33
City of London,1150.0
City of London,1148.33
City of London,1150.0
City of London,1148.33
City of London,1148.33
City of London,1148.33
City of London,1148.33
City of London,1150.0
City of London,1148.33
City of London,1148.33
City of London,1350.0
City of London,1148.33
City of London,1148.33
City of London,1148.33
City of London,1150.0
City of London,1148.33
City of London,1152.67
City of London,1165.0
City of London,1180.0
City of London,1180.0
City of London,1180.0
City of London,850.0
City of London,1187.33
City of London,1191.67
City of London,1191.67
City of London,1198.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1300.0
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1150.0
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.33
City of London,1200.0
City of London,1200.0
City of London,1350.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.33
City of London,1200.0
City of London,850.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1200.0
City of London,1213.33
City of London,1226.33
City of London,1235.0
City of London,1235.0
City of London,1239.33
City of London,1250.0
City of London,1248.0
City of London,1248.0
City of London,1250.0
City of London,1248.0
City of London,1300.0
City of London,1250.0
City of London,1250.0
City of London,1248.0
City of London,1250.0
City of London,1248.0
City of London,1250.0
City of London,1248.0
City of London,1248.0
City of London,1248.0
City of London,1150.0
City of London,1250.0
City of London,1250.0
City of London,1250.0
City of London,1250.0
City of London,1256.67
City of London,1256.67
City of London,1275.0
City of London,1278.33
City of London,1291.33
City of London,1350.0
City of London,1296.0
City of London,1300.0
City of London,1300.0
City of London,1300.0
City of London,1300.0
City of London,1300.0
City of London,1300.0
City of London,1300.0
City of London,1300.0
City of London,1321.67
City of London,850.0
City of London,1343.33
City of London,1350.0
City of London,1350.0
City of London,1350.0
City of London,1350.0
City of London,1350.0
City of London,1350.0
City of London,1350.0
City of London,1350.0
City of London,1350.0
City of London,1352.0
City of London,1350.0
City of London,1386.67
City of London,1390.0
City of London,1397.0
City of London,1400.0
City of London,1400.0
City of London,1400.0
City of London,1400.0
City of London,1300.0
City of London,1400.0
City of London,1410.0
City of London,1408.33
City of London,1430.0
City of London,1430.0
City of London,1430.0
City of London,1447.33
City of London,1447.33
City of London,1450.0
City of London,1450.0
City of London,1150.0
City of London,1451.67
City of London,1460.0
City of London,1469.0
City of London,1475.0
City of London,1495.0
City of London,1499.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1350.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1500.0
City of London,1516.67
City of London,1516.67
City of London,850.0
City of London,1516.67
City of London,1516.67
City of London,1530.0
City of London,1538.33
City of London,1549.0
City of London,1550.0
City of London,1550.0
City of London,1550.0
City of London,1555.67
City of London,1560.0
City of London,1560.0
City of London,1599.0
City of London,1599.0
City of London,1599.0
City of London,1599.0
City of London,1600.0
City of London,1600.0
City of London,1603.33
City of London,1642.33
City of London,1300.0
City of London,1642.33
City of London,1668.33
City of London,1668.33
City of London,1668.33
City of London,1675.0
City of London,1675.0
City of London,1675.0
City of London,1685.67
City of London,1700.0
City of London,1703.0
City of London,1150.0
City of London,1703.0
City of London,1730.0
City of London,1733.33
City of London,1733.33
City of London,1772.33
City of London,1800.0
City of London,1798.0
City of London,1800.0
City of London,1800.0
City of London,1820.0
City of London,1350.0
City of London,1825.0
City of London,1850.0
City of London,1850.0
City of London,1850.0
City of London,1859.0
City of London,1863.33
City of London,1900.0
City of London,1902.33
City of London,1950.0
City of London,1950.0
City of London,850.0
City of London,1950.0
City of London,1950.0
City of London,2000.0
City of London,2000.0
City of London,2000.0
City of London,2000.0
City of London,2000.0
City of London,2000.0
City of London,2032.33
City of London,2062.67
City of London,2080.0
City of London,2158.0
City of London,2166.67
City of London,2275.0
City of London,2293.0
City of London,2350.0
City of London,2350.0
City of London,2383.33
City of London,2400.0
City of London,1300.0
City of London,2600.0
City of London,2600.0
City of London,2600.0
City of London,2650.0
City of London,2700.0
City of London,2700.0
City of London,2725.67
City of London,2750.0
City of London,2750.0
City of London,1150.0
City of London,2900.0
City of London,3000.0
City of London,3033.33
City of London,3350.0
City of London,3575.0
City of London,3683.33
City of London,3900.0
City of London,3990.0
Croydon,1150.0
Croydon,400.0
Croydon,420.0
Croydon,450.0
Croydon,490.0
Croydon,500.0
Croydon,500.0
Croydon,500.0
Croydon,500.0
Croydon,500.0
Croydon,500.0
Croydon,541.67
Croydon,541.67
Croydon,550.0
Croydon,550.0
Croydon,575.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,600.0
Croydon,610.0
Croydon,625.0
Croydon,634.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,650.0
Croydon,675.0
Croydon,675.0
Croydon,675.0
Croydon,675.0
Croydon,685.0
Croydon,690.0
Croydon,693.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,700.0
Croydon,720.0
Croydon,725.0
Croydon,725.0
Croydon,725.0
Croydon,725.0
Croydon,725.0
Croydon,745.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,750.0
Croydon,755.0
Croydon,760.0
Croydon,758.33
Croydon,770.0
Croydon,776.0
Croydon,775.0
Croydon,775.0
Croydon,780.0
Croydon,785.0
Croydon,795.0
Croydon,795.0
Croydon,795.0
Croydon,795.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,800.0
Croydon,820.0
Croydon,825.0
Croydon,845.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,849.33
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,850.0
Croydon,862.0
Croydon,866.67
Croydon,866.67
Croydon,866.67
Croydon,866.67
Croydon,866.67
Croydon,866.67
Croydon,875.0
Croydon,875.0
Croydon,875.0
Croydon,875.0
Croydon,885.0
Croydon,890.0
Croydon,895.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,900.0
Croydon,925.0
Croydon,925.0
Croydon,931.67
Croydon,950.0
Croydon,950.0
Croydon,950.0
Croydon,950.0
Croydon,950.0
Croydon,950.0
Croydon,950.0
Croydon,955.0
Croydon,965.0
Croydon,975.0
Croydon,978.0
Croydon,995.0
Croydon,1000.0
Croydon,1000.0
Croydon,999.0
Croydon,1000.0
Croydon,999.0
Croydon,1000.0
Croydon,1000.0
Croydon,1000.0
Croydon,1000.0
Croydon,999.0
Croydon,1000.0
Croydon,1000.0
Croydon,1000.0
Croydon,1000.0
Croydon,1030.0
Croydon,1036.0
Croydon,1050.0
Croydon,1050.0
Croydon,1057.33
Croydon,1083.33
Croydon,1083.33
Croydon,1100.0
Croydon,1100.0
Croydon,1100.0
Croydon,1100.0
Croydon,1100.0
Croydon,1150.0
Croydon,1150.0
Croydon,1170.0
Croydon,1170.0
Croydon,1200.0
Croydon,1200.0
Croydon,1213.33
Croydon,1235.0
Croydon,1250.0
Croydon,1250.0
Croydon,1250.0
Croydon,1300.0
Croydon,1300.0
Croydon,1300.0
Croydon,1350.0
Croydon,1351.0
Croydon,1370.0
Croydon,1450.0
Croydon,1495.0
Croydon,1495.0
Croydon,1500.0
Croydon,1500.0
Croydon,1500.0
Croydon,1700.0
Croydon,1700.0
Croydon,1755.0
Croydon,2400.0
Croydon,2750.0
Croydon,2800.0
Ealing,500.0
Ealing,500.0
Ealing,600.0
Ealing,600.0
Ealing,600.0
Ealing,607.0
Ealing,610.0
Ealing,625.0
Ealing,650.0
Ealing,650.0
Ealing,700.0
Ealing,700.0
Ealing,700.0
Ealing,715.0
Ealing,725.0
Ealing,725.0
Ealing,750.0
Ealing,750.0
Ealing,750.0
Ealing,775.0
Ealing,788.0
Ealing,800.0
Ealing,800.0
Ealing,800.0
Ealing,800.0
Ealing,800.0
Ealing,800.0
Ealing,800.0
Ealing,800.0
Ealing,800.0
Ealing,817.0
Ealing,845.0
Ealing,850.0
Ealing,850.0
Ealing,850.0
Ealing,850.0
Ealing,850.0
Ealing,850.0
Ealing,850.0
Ealing,862.33
Ealing,875.0
Ealing,880.0
Ealing,880.0
Ealing,900.0
Ealing,900.0
Ealing,900.0
Ealing,900.0
Ealing,900.0
Ealing,900.0
Ealing,910.0
Ealing,920.0
Ealing,920.0
Ealing,920.0
Ealing,925.0
Ealing,925.0
Ealing,945.0
Ealing,950.0
Ealing,950.0
Ealing,950.0
Ealing,953.33
Ealing,960.0
Ealing,969.0
Ealing,975.0
Ealing,975.0
Ealing,975.0
Ealing,978.0
Ealing,980.0
Ealing,995.0
Ealing,995.0
Ealing,1000.0
Ealing,1000.0
Ealing,1000.0
Ealing,1000.0
Ealing,1000.0
Ealing,1000.0
Ealing,1029.0
Ealing,1050.0
Ealing,1050.0
Ealing,1050.0
Ealing,1083.33
Ealing,1100.0
Ealing,1100.0
Ealing,1100.0
Ealing,1100.0
Ealing,1100.0
Ealing,1100.0
Ealing,1105.0
Ealing,1170.0
Ealing,1175.0
Ealing,1200.0
Ealing,1200.0
Ealing,1200.0
Ealing,1200.0
Ealing,1200.0
Ealing,1200.0
Ealing,1200.0
Ealing,1250.0
Ealing,1250.0
Ealing,1278.0
Ealing,1278.0
Ealing,1278.0
Ealing,1295.0
Ealing,1300.0
Ealing,1300.0
Ealing,1386.67
Ealing,1400.0
Ealing,1408.33
Ealing,1450.0
Ealing,1450.0
Ealing,1465.0
Ealing,1500.0
Ealing,1550.0
Ealing,1600.0
Ealing,1690.0
Ealing,1700.0
Ealing,1750.0
Ealing,1850.0
Enfield,750.0
Enfield,400.0
Enfield,445.0
Enfield,450.0
Enfield,500.0
Enfield,500.0
Enfield,550.0
Enfield,550.0
Enfield,550.0
Enfield,400.0
Enfield,550.0
Enfield,560.0
Enfield,575.0
Enfield,590.0
Enfield,600.0
Enfield,600.0
Enfield,600.0
Enfield,600.0
Enfield,600.0
Enfield,925.0
Enfield,600.0
Enfield,620.0
Enfield,650.0
Enfield,650.0
Enfield,671.67
Enfield,670.0
Enfield,670.0
Enfield,675.0
Enfield,675.0
Enfield,750.0
Enfield,675.0
Enfield,695.0
Enfield,700.0
Enfield,700.0
Enfield,700.0
Enfield,700.0
Enfield,700.0
Enfield,700.0
Enfield,400.0
Enfield,700.0
Enfield,700.0
Enfield,720.0
Enfield,720.0
Enfield,725.0
Enfield,750.0
Enfield,750.0
Enfield,750.0
Enfield,925.0
Enfield,750.0
Enfield,750.0
Enfield,750.0
Enfield,750.0
Enfield,775.0
Enfield,775.0
Enfield,780.0
Enfield,795.0
Enfield,795.0
Enfield,750.0
Enfield,795.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,400.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,800.0
Enfield,819.0
Enfield,925.0
Enfield,825.0
Enfield,850.0
Enfield,850.0
Enfield,850.0
Enfield,850.0
Enfield,850.0
Enfield,850.0
Enfield,850.0
Enfield,850.0
Enfield,850.0
Enfield,750.0
Enfield,850.0
Enfield,850.0
Enfield,866.67
Enfield,880.0
Enfield,900.0
Enfield,900.0
Enfield,900.0
Enfield,900.0
Enfield,900.0
Enfield,900.0
Enfield,400.0
Enfield,925.0
Enfield,950.0
Enfield,950.0
Enfield,950.0
Enfield,950.0
Enfield,950.0
Enfield,950.0
Enfield,950.0
Enfield,980.0
Enfield,1000.0
Enfield,925.0
Enfield,1000.0
Enfield,1000.0
Enfield,1000.0
Enfield,1083.33
Enfield,1095.0
Enfield,1100.0
Enfield,1100.0
Enfield,1100.0
Enfield,1100.0
Enfield,1100.0
Enfield,750.0
Enfield,1200.0
Enfield,1200.0
Enfield,1200.0
Enfield,1200.0
Enfield,1200.0
Enfield,1200.0
Enfield,1300.0
